LSOA21CD,LSOA21NM,LSOA21NMW,WD25CD,WD25NM,WD25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E01020222,Teignbridge 004E,,E05011899,Chudleigh,,E07000045,Teignbridge,,10958
E01020122,North Devon 012E,,E05012427,Instow,,E07000043,North Devon,,10959
E01019931,East Devon 003D,,E05011797,Honiton St Michael's,,E07000040,East Devon,,10960
E01020020,Exeter 004C,,E05011012,Duryard and St James,,E07000041,Exeter,,10961
E01020297,Torridge 001C,,E05011916,Appledore,,E07000046,Torridge,,10962
E01020275,Torridge 001A,,E05011916,Appledore,,E07000046,Torridge,,10963
E01020083,Mid Devon 010D,,E05014815,Upper Yeo & Taw,,E07000042,Mid Devon,,10964
E01020220,Teignbridge 004C,,E05011899,Chudleigh,,E07000045,Teignbridge,,10965
E01020119,North Devon 011D,,E05012427,Instow,,E07000043,North Devon,,10966
E01019930,East Devon 003C,,E05011797,Honiton St Michael's,,E07000040,East Devon,,10967
E01019982,Exeter 005B,,E05011013,Exwick,,E07000041,Exeter,,10968
E01020225,Teignbridge 015B,,E05011900,College,,E07000045,Teignbridge,,10969
E01020121,North Devon 012D,,E05012428,Landkey,,E07000043,North Devon,,10970
E01019983,Exeter 005C,,E05011013,Exwick,,E07000041,Exeter,,10971
E01020226,Teignbridge 015C,,E05011900,College,,E07000045,Teignbridge,,10972
E01020120,North Devon 006B,,E05012428,Landkey,,E07000043,North Devon,,10973
E01020279,Torridge 004C,,E05011917,Bideford East,,E07000046,Torridge,,10974
E01019980,Exeter 005A,,E05011013,Exwick,,E07000041,Exeter,,10975
E01020227,Teignbridge 015D,,E05011900,College,,E07000045,Teignbridge,,10976
E01020072,Mid Devon 009A,,E05014815,Upper Yeo & Taw,,E07000042,Mid Devon,,10977
E01020126,North Devon 002D,,E05012429,Lynton & Lynmouth,,E07000043,North Devon,,10978
E01019928,East Devon 003A,,E05011797,Honiton St Michael's,,E07000040,East Devon,,10979
E01020278,Torridge 004B,,E05011917,Bideford East,,E07000046,Torridge,,10980
E01019985,Exeter 005E,,E05011013,Exwick,,E07000041,Exeter,,10981
E01020224,Teignbridge 014D,,E05011900,College,,E07000045,Teignbridge,,10982
E01020076,Mid Devon 009C,,E05014815,Upper Yeo & Taw,,E07000042,Mid Devon,,10983
E01020127,North Devon 006C,,E05012430,Marwood,,E07000043,North Devon,,10984
E01019929,East Devon 003B,,E05011797,Honiton St Michael's,,E07000040,East Devon,,10985
E01020277,Torridge 004A,,E05011917,Bideford East,,E07000046,Torridge,,10986
E01019981,Exeter 012E,,E05011013,Exwick,,E07000041,Exeter,,10987
E01034166,Teignbridge 005F,,E05011901,Dawlish North East,,E07000045,Teignbridge,,10988
E01020077,Mid Devon 001D,,E05014816,Way,,E07000042,Mid Devon,,10989
E01020099,North Devon 002A,,E05012430,Marwood,,E07000043,North Devon,,10990
E01019927,East Devon 002A,,E05011797,Honiton St Michael's,,E07000040,East Devon,,10991
E01020280,Torridge 003A,,E05011918,Bideford North,,E07000046,Torridge,,10992
E01019984,Exeter 005D,,E05011013,Exwick,,E07000041,Exeter,,10993
E01020231,Teignbridge 005C,,E05011901,Dawlish North East,,E07000045,Teignbridge,,10994
E01020068,Mid Devon 010A,,E05014817,Yeo,,E07000042,Mid Devon,,10995
E01020108,North Devon 004B,,E05012431,Mortehoe,,E07000043,North Devon,,10996
E01019932,East Devon 002B,,E05011798,Honiton St Paul's,,E07000040,East Devon,,10997
E01020281,Torridge 003B,,E05011918,Bideford North,,E07000046,Torridge,,10998
E01019989,Exeter 006B,,E05011014,Heavitree,,E07000041,Exeter,,10999
E01020232,Teignbridge 005D,,E05011901,Dawlish North East,,E07000045,Teignbridge,,11000
E01020082,Mid Devon 009D,,E05014817,Yeo,,E07000042,Mid Devon,,11001
E01020130,North Devon 010F,,E05012432,Newport,,E07000043,North Devon,,11002
E01020282,Torridge 003C,,E05011918,Bideford North,,E07000046,Torridge,,11003
E01019988,Exeter 013A,,E05011014,Heavitree,,E07000041,Exeter,,11004
E01019934,East Devon 002D,,E05011798,Honiton St Paul's,,E07000040,East Devon,,11005
E01034165,Teignbridge 005E,,E05011901,Dawlish North East,,E07000045,Teignbridge,,11006
E01020094,North Devon 008A,,E05012412,Barnstaple Central,,E07000043,North Devon,,11007
E01020128,North Devon 010D,,E05012432,Newport,,E07000043,North Devon,,11008
E01020284,Torridge 004E,,E05011919,Bideford South,,E07000046,Torridge,,11009
E01019986,Exeter 007A,,E05011014,Heavitree,,E07000041,Exeter,,11010
E01019933,East Devon 002C,,E05011798,Honiton St Paul's,,E07000040,East Devon,,11011
E01019936,East Devon 007D,,E05011799,Newbridges,,E07000040,East Devon,,11012
E01019935,East Devon 007C,,E05011799,Newbridges,,E07000040,East Devon,,11013
E01019937,East Devon 013A,,E05011800,Newton Poppleford & Harpford,,E07000040,East Devon,,11014
E01019944,East Devon 008E,,E05011801,Ottery St Mary,,E07000040,East Devon,,11015
E01019943,East Devon 008D,,E05011801,Ottery St Mary,,E07000040,East Devon,,11016
E01019940,East Devon 008B,,E05011801,Ottery St Mary,,E07000040,East Devon,,11017
E01032628,East Devon 004G,,E05011801,Ottery St Mary,,E07000040,East Devon,,11018
E01019942,East Devon 008C,,E05011801,Ottery St Mary,,E07000040,East Devon,,11019
E01019950,East Devon 010E,,E05011802,Seaton,,E07000040,East Devon,,11020
E01019948,East Devon 010C,,E05011802,Seaton,,E07000040,East Devon,,11021
E01019949,East Devon 010D,,E05011802,Seaton,,E07000040,East Devon,,11022
E01019947,East Devon 010B,,E05011802,Seaton,,E07000040,East Devon,,11023
E01019951,East Devon 009C,,E05011803,Sidmouth Rural,,E07000040,East Devon,,11024
E01019954,East Devon 011C,,E05011804,Sidmouth Sidford,,E07000040,East Devon,,11025
E01019952,East Devon 011A,,E05011804,Sidmouth Sidford,,E07000040,East Devon,,11026
E01019955,East Devon 011D,,E05011804,Sidmouth Sidford,,E07000040,East Devon,,11027
E01019953,East Devon 011B,,E05011804,Sidmouth Sidford,,E07000040,East Devon,,11028
E01019956,East Devon 012A,,E05011805,Sidmouth Town,,E07000040,East Devon,,11029
E01019957,East Devon 012B,,E05011805,Sidmouth Town,,E07000040,East Devon,,11030
E01019958,East Devon 012C,,E05011805,Sidmouth Town,,E07000040,East Devon,,11031
E01019960,East Devon 004E,,E05011806,Tale Vale,,E07000040,East Devon,,11032
E01019961,East Devon 007E,,E05011807,Trinity,,E07000040,East Devon,,11033
E01019939,East Devon 008A,,E05011808,West Hill & Aylesbeare,,E07000040,East Devon,,11034
E01019962,East Devon 004F,,E05011809,Whimple & Rockbeare,,E07000040,East Devon,,11035
E01034623,East Devon 021F,,E05011809,Whimple & Rockbeare,,E07000040,East Devon,,11036
E01019964,East Devon 014B,,E05011810,Woodbury & Lympstone,,E07000040,East Devon,,11037
E01019963,East Devon 013C,,E05011810,Woodbury & Lympstone,,E07000040,East Devon,,11038
E01019965,East Devon 014C,,E05011810,Woodbury & Lympstone,,E07000040,East Devon,,11039
E01019966,East Devon 005E,,E05011811,Yarty,,E07000040,East Devon,,11040
E01019967,East Devon 001C,,E05011811,Yarty,,E07000040,East Devon,,11041
E01019973,Exeter 012A,,E05011011,Alphington,,E07000041,Exeter,,11042
E01019977,Exeter 012D,,E05011011,Alphington,,E07000041,Exeter,,11043
E01019972,Exeter 014E,,E05011011,Alphington,,E07000041,Exeter,,11044
E01019969,Exeter 014B,,E05011011,Alphington,,E07000041,Exeter,,11045
E01020230,Teignbridge 005B,,E05011901,Dawlish North East,,E07000045,Teignbridge,,11046
E01020129,North Devon 010E,,E05012432,Newport,,E07000043,North Devon,,11047
E01020096,North Devon 009A,,E05012412,Barnstaple Central,,E07000043,North Devon,,11048
E01020233,Teignbridge 006B,,E05011902,Dawlish South West,,E07000045,Teignbridge,,11049
E01020285,Torridge 004F,,E05011920,Bideford West,,E07000046,Torridge,,11050
E01020131,North Devon 013B,,E05012433,North Molton,,E07000043,North Devon,,11051
E01020132,North Devon 007A,,E05012413,Barnstaple with Pilton,,E07000043,North Devon,,11052
E01020234,Teignbridge 006C,,E05011902,Dawlish South West,,E07000045,Teignbridge,,11053
E01020283,Torridge 004D,,E05011920,Bideford West,,E07000046,Torridge,,11054
E01020124,North Devon 009C,,E05012434,Roundswell,,E07000043,North Devon,,11055
E01020036,Exeter 007B,,E05011014,Heavitree,,E07000041,Exeter,,11056
E01020134,North Devon 007C,,E05012413,Barnstaple with Pilton,,E07000043,North Devon,,11057
E01020125,North Devon 009D,,E05012434,Roundswell,,E07000043,North Devon,,11058
E01020235,Teignbridge 006D,,E05011902,Dawlish South West,,E07000045,Teignbridge,,11059
E01020290,Torridge 009C,,E05011921,Broadheath,,E07000046,Torridge,,11060
E01020040,Exeter 007E,,E05011014,Heavitree,,E07000041,Exeter,,11061
E01020136,North Devon 013D,,E05012435,South Molton,,E07000043,North Devon,,11062
E01020139,North Devon 007D,,E05012413,Barnstaple with Pilton,,E07000043,North Devon,,11063
E01020286,Torridge 009A,,E05011921,Broadheath,,E07000046,Torridge,,11064
E01020228,Teignbridge 006A,,E05011902,Dawlish South West,,E07000045,Teignbridge,,11065
E01020009,Exeter 006E,,E05011014,Heavitree,,E07000041,Exeter,,11066
E01020135,North Devon 013C,,E05012435,South Molton,,E07000043,North Devon,,11067
E01020141,North Devon 008D,,E05012413,Barnstaple with Pilton,,E07000043,North Devon,,11068
E01020304,Torridge 006A,,E05011922,Great Torrington,,E07000046,Torridge,,11069
E01020236,Teignbridge 007C,,E05011903,Haytor,,E07000045,Teignbridge,,11070
E01019987,Exeter 006A,,E05011014,Heavitree,,E07000041,Exeter,,11071
E01020137,North Devon 013E,,E05012435,South Molton,,E07000043,North Devon,,11072
E01020133,North Devon 007B,,E05012413,Barnstaple with Pilton,,E07000043,North Devon,,11073
E01020305,Torridge 006B,,E05011922,Great Torrington,,E07000046,Torridge,,11074
E01020237,Teignbridge 007D,,E05011903,Haytor,,E07000045,Teignbridge,,11075
E01020037,Exeter 007C,,E05011015,Mincinglake and Whipton,,E07000041,Exeter,,11076
E01020138,North Devon 014C,,E05012436,Witheridge,,E07000043,North Devon,,11077
E01020095,North Devon 008B,,E05012414,Barnstaple with Westacott,,E07000043,North Devon,,11078
E01020307,Torridge 006D,,E05011922,Great Torrington,,E07000046,Torridge,,11079
E01020238,Teignbridge 019C,,E05011904,Ipplepen,,E07000045,Teignbridge,,11080
E01019993,Exeter 002C,,E05011015,Mincinglake and Whipton,,E07000041,Exeter,,11081
E01020174,South Hams 011A,,E05010128,Allington & Strete,,E07000044,South Hams,,11082
E01020103,North Devon 010B,,E05012414,Barnstaple with Westacott,,E07000043,North Devon,,11083
E01020306,Torridge 006C,,E05011922,Great Torrington,,E07000046,Torridge,,11084
E01020239,Teignbridge 019D,,E05011904,Ipplepen,,E07000045,Teignbridge,,11085
E01019990,Exeter 002A,,E05011015,Mincinglake and Whipton,,E07000041,Exeter,,11086
E01020175,South Hams 011B,,E05010128,Allington & Strete,,E07000044,South Hams,,11087
E01020140,North Devon 008C,,E05012414,Barnstaple with Westacott,,E07000043,North Devon,,11088
E01020288,Torridge 005A,,E05011923,Hartland,,E07000046,Torridge,,11089
E01020242,Teignbridge 002C,,E05011905,Kenn Valley,,E07000045,Teignbridge,,11090
E01019991,Exeter 002B,,E05011015,Mincinglake and Whipton,,E07000041,Exeter,,11091
E01020148,South Hams 002A,,E05010129,Bickleigh & Cornwood,,E07000044,South Hams,,11092
E01020104,North Devon 010C,,E05012414,Barnstaple with Westacott,,E07000043,North Devon,,11093
E01020292,Torridge 005B,,E05011923,Hartland,,E07000046,Torridge,,11094
E01020262,Teignbridge 001B,,E05011905,Kenn Valley,,E07000045,Teignbridge,,11095
E01020039,Exeter 007D,,E05011015,Mincinglake and Whipton,,E07000041,Exeter,,11096
E01020145,South Hams 001B,,E05010129,Bickleigh & Cornwood,,E07000044,South Hams,,11097
E01020102,North Devon 010A,,E05012414,Barnstaple with Westacott,,E07000043,North Devon,,11098
E01020291,Torridge 008A,,E05011923,Hartland,,E07000046,Torridge,,11099
E01020241,Teignbridge 002B,,E05011905,Kenn Valley,,E07000045,Teignbridge,,11100
E01019992,Exeter 003A,,E05011015,Mincinglake and Whipton,,E07000041,Exeter,,11101
E01020158,South Hams 008B,,E05010131,Charterlands,,E07000044,South Hams,,11102
E01020147,South Hams 008A,,E05010131,Charterlands,,E07000044,South Hams,,11103
E01020150,South Hams 006C,,E05010132,Dartington & Staverton,,E07000044,South Hams,,11104
E01020153,South Hams 004A,,E05010133,Dartmouth & East Dart,,E07000044,South Hams,,11105
E01020154,South Hams 007C,,E05010133,Dartmouth & East Dart,,E07000044,South Hams,,11106
E01020152,South Hams 007B,,E05010133,Dartmouth & East Dart,,E07000044,South Hams,,11107
E01020151,South Hams 007A,,E05010133,Dartmouth & East Dart,,E07000044,South Hams,,11108
E01020155,South Hams 007D,,E05010133,Dartmouth & East Dart,,E07000044,South Hams,,11109
E01020156,South Hams 004B,,E05010133,Dartmouth & East Dart,,E07000044,South Hams,,11110
E01020160,South Hams 002C,,E05010134,Ermington & Ugborough,,E07000044,South Hams,,11111
E01020159,South Hams 008C,,E05010134,Ermington & Ugborough,,E07000044,South Hams,,11112
E01020164,South Hams 005D,,E05010135,Ivybridge East,,E07000044,South Hams,,11113
E01020162,South Hams 005B,,E05010135,Ivybridge East,,E07000044,South Hams,,11114
E01020163,South Hams 005C,,E05010135,Ivybridge East,,E07000044,South Hams,,11115
E01020166,South Hams 005F,,E05010136,Ivybridge West,,E07000044,South Hams,,11116
E01020161,South Hams 005A,,E05010136,Ivybridge West,,E07000044,South Hams,,11117
E01020167,South Hams 005G,,E05010136,Ivybridge West,,E07000044,South Hams,,11118
E01020165,South Hams 005E,,E05010136,Ivybridge West,,E07000044,South Hams,,11119
E01020169,South Hams 010B,,E05010137,Kingsbridge,,E07000044,South Hams,,11120
E01020243,Teignbridge 001A,,E05011905,Kenn Valley,,E07000045,Teignbridge,,11121
E01020240,Teignbridge 002A,,E05011905,Kenn Valley,,E07000045,Teignbridge,,11122
E01019994,Exeter 008A,,E05011016,Newtown and St Leonard's,,E07000041,Exeter,,11123
E01020244,Teignbridge 002D,,E05011906,Kenton & Starcross,,E07000045,Teignbridge,,11124
E01020245,Teignbridge 002E,,E05011906,Kenton & Starcross,,E07000045,Teignbridge,,11125
E01020247,Teignbridge 018B,,E05011907,Kerswell-with-Combe,,E07000045,Teignbridge,,11126
E01019996,Exeter 009A,,E05011016,Newtown and St Leonard's,,E07000041,Exeter,,11127
E01020246,Teignbridge 018A,,E05011907,Kerswell-with-Combe,,E07000045,Teignbridge,,11128
E01020294,Torridge 008C,,E05011924,Holsworthy,,E07000046,Torridge,,11129
E01020249,Teignbridge 018D,,E05011907,Kerswell-with-Combe,,E07000045,Teignbridge,,11130
E01020023,Exeter 009B,,E05011016,Newtown and St Leonard's,,E07000041,Exeter,,11131
E01020293,Torridge 008B,,E05011924,Holsworthy,,E07000046,Torridge,,11132
E01020248,Teignbridge 018C,,E05011907,Kerswell-with-Combe,,E07000045,Teignbridge,,11133
E01019995,Exeter 008B,,E05011016,Newtown and St Leonard's,,E07000041,Exeter,,11134
E01034638,North Devon 012F,,E05012415,Bickington,,E07000043,North Devon,,11135
E01020302,Torridge 008D,,E05011925,Milton & Tamarside,,E07000046,Torridge,,11136
E01020253,Teignbridge 009C,,E05011908,Kingsteignton East,,E07000045,Teignbridge,,11137
E01020024,Exeter 009C,,E05011016,Newtown and St Leonard's,,E07000041,Exeter,,11138
E01020084,North Devon 012A,,E05012415,Bickington,,E07000043,North Devon,,11139
E01020289,Torridge 009B,,E05011925,Milton & Tamarside,,E07000046,Torridge,,11140
E01020251,Teignbridge 011C,,E05011908,Kingsteignton East,,E07000045,Teignbridge,,11141
E01019997,Exeter 004A,,E05011016,Newtown and St Leonard's,,E07000041,Exeter,,11142
E01020123,North Devon 009B,,E05012415,Bickington,,E07000043,North Devon,,11143
E01020309,Torridge 008E,,E05011926,Monkleigh & Putford,,E07000046,Torridge,,11144
E01020250,Teignbridge 009A,,E05011908,Kingsteignton East,,E07000045,Teignbridge,,11145
E01020252,Teignbridge 009B,,E05011908,Kingsteignton East,,E07000045,Teignbridge,,11146
E01020256,Teignbridge 013D,,E05011909,Kingsteignton West,,E07000045,Teignbridge,,11147
E01020255,Teignbridge 009E,,E05011909,Kingsteignton West,,E07000045,Teignbridge,,11148
E01020254,Teignbridge 009D,,E05011909,Kingsteignton West,,E07000045,Teignbridge,,11149
E01020257,Teignbridge 009F,,E05011909,Kingsteignton West,,E07000045,Teignbridge,,11150
E01020205,Teignbridge 003A,,E05011910,Moretonhampstead,,E07000045,Teignbridge,,11151
E01020258,Teignbridge 003B,,E05011910,Moretonhampstead,,E07000045,Teignbridge,,11152
E01020260,Teignbridge 011D,,E05011911,Shaldon & Stokeinteignhead,,E07000045,Teignbridge,,11153
E01020261,Teignbridge 011E,,E05011911,Shaldon & Stokeinteignhead,,E07000045,Teignbridge,,11154
E01020025,Exeter 009D,,E05011016,Newtown and St Leonard's,,E07000041,Exeter,,11155
E01034639,North Devon 012G,,E05012415,Bickington,,E07000043,North Devon,,11156
E01020001,Exeter 001E,,E05011017,Pennsylvania,,E07000041,Exeter,,11157
E01020008,Exeter 006D,,E05011017,Pennsylvania,,E07000041,Exeter,,11158
E01020085,North Devon 012B,,E05012415,Bickington,,E07000043,North Devon,,11159
E01020000,Exeter 002D,,E05011017,Pennsylvania,,E07000041,Exeter,,11160
E01020087,North Devon 014A,,E05012416,Bishop's Nympton,,E07000043,North Devon,,11161
E01020007,Exeter 002E,,E05011017,Pennsylvania,,E07000041,Exeter,,11162
E01020088,North Devon 006A,,E05012417,Bratton Fleming,,E07000043,North Devon,,11163
E01020006,Exeter 006C,,E05011017,Pennsylvania,,E07000041,Exeter,,11164
E01020090,North Devon 004A,,E05012418,Braunton East,,E07000043,North Devon,,11165
E01019999,Exeter 001D,,E05011017,Pennsylvania,,E07000041,Exeter,,11166
E01020089,North Devon 005A,,E05012418,Braunton East,,E07000043,North Devon,,11167
E01019998,Exeter 001C,,E05011017,Pennsylvania,,E07000041,Exeter,,11168
E01020091,North Devon 005B,,E05012419,Braunton West & Georgeham,,E07000043,North Devon,,11169
E01020038,Exeter 011E,,E05011018,Pinhoe,,E07000041,Exeter,,11170
E01020093,North Devon 005D,,E05012419,Braunton West & Georgeham,,E07000043,North Devon,,11171
E01020005,Exeter 003E,,E05011018,Pinhoe,,E07000041,Exeter,,11172
E01020092,North Devon 005C,,E05012419,Braunton West & Georgeham,,E07000043,North Devon,,11173
E01020003,Exeter 003C,,E05011018,Pinhoe,,E07000041,Exeter,,11174
E01020109,North Devon 004C,,E05012419,Braunton West & Georgeham,,E07000043,North Devon,,11175
E01020002,Exeter 003B,,E05011018,Pinhoe,,E07000041,Exeter,,11176
E01020097,North Devon 013A,,E05012420,Chittlehampton,,E07000043,North Devon,,11177
E01020004,Exeter 003D,,E05011018,Pinhoe,,E07000041,Exeter,,11178
E01020098,North Devon 014B,,E05012421,Chulmleigh,,E07000043,North Devon,,11179
E01020010,Exeter 013B,,E05011019,Priory,,E07000041,Exeter,,11180
E01020100,North Devon 002B,,E05012422,Combe Martin,,E07000043,North Devon,,11181
E01034632,Exeter 011H,,E05011019,Priory,,E07000041,Exeter,,11182
E01020101,North Devon 002C,,E05012422,Combe Martin,,E07000043,North Devon,,11183
E01020011,Exeter 015A,,E05011019,Priory,,E07000041,Exeter,,11184
E01020105,North Devon 011A,,E05012423,Fremington,,E07000043,North Devon,,11185
E01020295,Torridge 005C,,E05011926,Monkleigh & Putford,,E07000046,Torridge,,11186
E01020015,Exeter 013E,,E05011019,Priory,,E07000041,Exeter,,11187
E01020106,North Devon 011B,,E05012423,Fremington,,E07000043,North Devon,,11188
E01020296,Torridge 005D,,E05011926,Monkleigh & Putford,,E07000046,Torridge,,11189
E01020107,North Devon 011C,,E05012423,Fremington,,E07000043,North Devon,,11190
E01020298,Torridge 002A,,E05011927,Northam,,E07000046,Torridge,,11191
E01020300,Torridge 002B,,E05011927,Northam,,E07000046,Torridge,,11192
E01020301,Torridge 009D,,E05011928,Shebbear & Langtree,,E07000046,Torridge,,11193
E01020287,Torridge 007A,,E05011928,Shebbear & Langtree,,E07000046,Torridge,,11194
E01020308,Torridge 007C,,E05011929,Two Rivers & Three Moors,,E07000046,Torridge,,11195
E01020303,Torridge 007B,,E05011929,Two Rivers & Three Moors,,E07000046,Torridge,,11196
E01034640,Torridge 002D,,E05011930,Westward Ho!,,E07000046,Torridge,,11197
E01020299,Torridge 001D,,E05011930,Westward Ho!,,E07000046,Torridge,,11198
E01034641,Torridge 002E,,E05011930,Westward Ho!,,E07000046,Torridge,,11199
E01020311,Torridge 007D,,E05011931,Winkleigh,,E07000046,Torridge,,11200
E01020313,West Devon 007B,,E05010550,Bere Ferrers,,E07000047,West Devon,,11201
E01020312,West Devon 007A,,E05010550,Bere Ferrers,,E07000047,West Devon,,11202
E01020314,West Devon 004A,,E05010551,Bridestowe,,E07000047,West Devon,,11203
